383,2022-4-26 12:0,30 min,Atlantic/Azores,I love whales and you should too!
384,2022-3-11 11:15,30 min,America/Anchorage,I love donkeys and you should too!
385,2022-3-5 16:30,30 min,America/Swift_Current,I love skating and you should too!
386,2022-4-14 16:15,15 min,America/Anchorage,Thoughts on seesaws
387,2022-3-9 10:30,1 hour,America/Inuvik,Ruminations on the existence of journalism
388,2022-4-7 15:30,1 hour,America/New_York,I am angry about journalism
389,2022-3-13 14:30,15 min,America/Chicago,I am angry about cotton
390,2022-4-6 11:0,4 hour,Pacific/Honolulu,I am angry about rhinoceros
391,2022-3-21 14:15,15 min,America/Los_Angeles,Ruminations on the existence of donkeys
392,2022-4-18 16:0,1 hour,America/Vancouver,Important topic: postcards
393,2022-4-29 14:0,30 min,America/Mazatlan,Thoughts on leather
394,2022-4-10 12:30,30 min,America/Los_Angeles,I am angry about carousels
395,2022-4-30 17:0,30 min,America/Puerto_Rico,I love airports and you should too!
396,2022-4-16 15:0,15 min,Pacific/Majuro,I love mining and you should too!
397,2022-3-21 15:30,1 hour,Pacific/Honolulu,I love sailing and you should too!
398,2022-4-5 13:30,15 min,America/Chihuahua,I love milk and you should too!
399,2022-3-27 17:15,1 hour,America/Anchorage,I love snakes and you should too!
400,2022-3-11 11:30,1 hour,America/Mazatlan,Ruminations on the existence of crime
401,2022-3-18 8:15,15 min,America/Whitehorse,I love radiology and you should too!
402,2022-4-29 14:0,15 min,America/Nome,Thoughts on shoes
403,2022-4-21 11:15,1 hour,Pacific/Honolulu,I love pipes and you should too!
404,2022-3-28 8:30,15 min,Pacific/Honolulu,I am angry about hunting
405,2022-4-5 11:15,15 min,Atlantic/Bermuda,I love post office and you should too!
406,2022-4-2 11:0,1 hour,America/St_Johns,Thoughts on bats
407,2022-4-17 11:30,15 min,America/New_York,I am angry about hurricanes
408,2022-3-4 17:15,30 min,America/Chicago,Ruminations on the existence of bakeries
409,2022-3-4 12:15,1 hour,Atlantic/Azores,I am angry about murderers
410,2022-4-8 11:30,1 hour,America/Chicago,I am angry about insects
411,2022-4-29 17:0,15 min,America/Los_Angeles,Ruminations on the existence of weaving
412,2022-3-28 9:30,30 min,America/Los_Angeles,I am angry about giants
413,2022-4-20 14:0,1 hour,America/New_York,I am angry about radio
414,2022-3-8 17:15,30 min,America/Whitehorse,Important topic: pipes
415,2022-4-4 9:15,1 hour,America/Los_Angeles,Important topic: snakes
416,2022-3-5 12:15,15 min,America/New_York,I love pipe organs and you should too!
417,2022-4-9 10:15,15 min,America/Mazatlan,I am angry about hurricanes
418,2022-3-23 10:30,15 min,America/Anchorage,I love blacksmiths and you should too!
419,2022-3-1 8:0,30 min,Atlantic/Azores,I love paper boys and you should too!
420,2022-3-27 10:0,30 min,America/Puerto_Rico,I love criminals and you should too!
421,2022-4-16 9:30,15 min,America/New_York,I am angry about post office
422,2022-4-10 10:30,15 min,America/Anchorage,Ruminations on the existence of cactus
423,2022-4-17 15:30,30 min,America/Los_Angeles,Important topic: newspapers
424,2022-3-22 10:30,15 min,America/Los_Angeles,Thoughts on gorillas
425,2022-3-26 11:0,1 hour,America/Los_Angeles,Important topic: pottery
426,2022-4-6 16:0,1 hour,America/Los_Angeles,I love criminals and you should too!
427,2022-3-16 13:30,2 hour,America/Vancouver,Ruminations on the existence of pilots
428,2022-3-5 11:30,30 min,America/Mazatlan,Important topic: zebras
429,2022-4-23 10:15,1 hour,America/Chicago,Ruminations on the existence of balloons
430,2022-3-29 14:15,30 min,America/Monterrey,Thoughts on zeppelins
431,2022-4-6 14:0,1 hour,America/Los_Angeles,I am angry about disasters
432,2022-3-8 8:30,1 hour,America/Denver,I am angry about murderers
433,2022-3-1 13:15,30 min,Atlantic/Azores,I am angry about soccer
434,2022-3-30 16:30,1 hour,America/Iqaluit,Important topic: games
435,2022-3-25 11:30,1 hour,Atlantic/Bermuda,Important topic: rice
436,2022-3-2 15:15,30 min,America/Los_Angeles,I am angry about astronomy
437,2022-3-10 10:0,30 min,America/Anchorage,Ruminations on the existence of shells
438,2022-4-1 8:30,15 min,America/Los_Angeles,Ruminations on the existence of golf
439,2022-4-9 17:30,30 min,America/Iqaluit,I am angry about carpentry
440,2022-4-9 16:15,1 hour,America/Yellowknife,I am angry about shoes
441,2022-3-4 10:15,30 min,America/Anchorage,I am angry about volcanoes
442,2022-4-6 15:15,30 min,America/New_York,Ruminations on the existence of bohemians
443,2022-4-21 8:15,2 hour,America/Anchorage,I am angry about zebras
444,2022-3-25 13:15,1 hour,America/Barbados,Ruminations on the existence of politics
445,2022-3-26 9:30,1 hour,America/Chihuahua,Important topic: zeppelins
446,2022-4-15 12:0,30 min,America/St_Johns,I am angry about lighthouses
447,2022-3-8 17:30,30 min,America/New_York,Important topic: milk
448,2022-4-20 10:15,30 min,America/Chicago,Thoughts on ferry boats
449,2022-3-5 11:15,30 min,America/Anchorage,Thoughts on cotton
450,2022-4-18 8:15,30 min,America/Toronto,I love books and you should too!
451,2022-4-2 9:15,1 hour,Atlantic/Bermuda,Ruminations on the existence of shells
452,2022-4-29 16:30,30 min,America/New_York,Thoughts on insects
453,2022-3-28 11:0,30 min,America/Chicago,Thoughts on coffee
454,2022-3-28 8:15,30 min,America/Los_Angeles,Ruminations on the existence of artists
455,2022-3-4 12:0,15 min,America/Toronto,Ruminations on the existence of hockey
456,2022-4-26 16:15,30 min,America/Chicago,I am angry about marionettes
457,2022-4-19 11:0,1 hour,America/Toronto,Important topic: pipe organs
458,2022-4-2 17:0,15 min,America/Los_Angeles,I am angry about rice
459,2022-4-28 13:15,1 hour,America/Guatemala,I love volleyball and you should too!
460,2022-3-2 8:15,1 hour,America/Los_Angeles,I love zeppelins and you should too!
461,2022-3-29 12:15,15 min,America/Chihuahua,I love mining and you should too!
462,2022-3-29 10:30,1 hour,America/Mazatlan,Important topic: hunting
463,2022-4-12 10:30,30 min,America/Chicago,I am angry about murderers
464,2022-3-26 14:30,1 hour,America/Anchorage,Ruminations on the existence of radiology
465,2022-4-24 14:30,30 min,America/Anchorage,Important topic: sailing
466,2022-4-3 16:15,1 hour,America/Caracas,I am angry about mummies
467,2022-4-1 10:30,15 min,Pacific/Honolulu,Thoughts on donkeys
468,2022-3-7 11:30,1 hour,America/Edmonton,Important topic: engineering
469,2022-4-12 9:15,30 min,America/Los_Angeles,I love pottery and you should too!
470,2022-4-24 9:30,30 min,Atlantic/Bermuda,Thoughts on insects
471,2022-4-7 11:15,30 min,America/Chihuahua,Thoughts on soccer
472,2022-4-9 9:30,30 min,America/Chicago,Important topic: carpentry
473,2022-4-7 17:30,30 min,America/Los_Angeles,Thoughts on frogs
474,2022-3-11 13:15,30 min,America/Los_Angeles,I love monkeys and you should too!
475,2022-3-18 17:0,1 hour,America/Chicago,Ruminations on the existence of monkeys
476,2022-4-13 17:30,15 min,America/Los_Angeles,Thoughts on pipe organs
477,2022-3-12 8:15,1 hour,Pacific/Honolulu,I love coffee and you should too!
478,2022-4-28 14:0,30 min,America/New_York,Thoughts on pipe organs
479,2022-3-14 14:0,15 min,America/Juneau,Important topic: justice
480,2022-3-14 11:0,30 min,America/Denver,I am angry about pineapple
481,2022-4-22 14:30,30 min,America/Chicago,Thoughts on hurricanes
482,2022-4-24 8:0,30 min,America/Cambridge_Bay,I love games and you should too!
483,2022-3-21 16:0,1 hour,America/Denver,Ruminations on the existence of newspapers
484,2022-4-4 11:30,30 min,America/St_Johns,I love whales and you should too!
485,2022-3-8 12:0,1 hour,America/Toronto,I am angry about spiritism
486,2022-3-13 13:30,15 min,America/Vancouver,I am angry about cotton
487,2022-4-19 11:0,4 hour,America/New_York,Ruminations on the existence of soccer
488,2022-4-23 9:15,1 hour,America/Bogota,Important topic: shells
489,2022-3-17 16:30,30 min,America/Los_Angeles,Important topic: post office
490,2022-3-5 10:15,1 hour,America/Chicago,Ruminations on the existence of bread
491,2022-4-3 11:15,1 hour,America/Cambridge_Bay,I love Buddhism and you should too!
492,2022-3-27 11:30,15 min,America/Tijuana,I love World War 1 and you should too!
493,2022-4-5 11:15,1 hour,Pacific/Majuro,Ruminations on the existence of rugby
494,2022-4-11 17:0,30 min,America/Anchorage,I love railroads and you should too!
495,2022-4-5 10:0,1 hour,Pacific/Honolulu,Thoughts on radio
496,2022-4-20 15:15,30 min,America/Los_Angeles,Ruminations on the existence of crime
497,2022-4-18 11:0,1 hour,America/Chicago,Ruminations on the existence of cotton
498,2022-3-10 14:30,2 hour,America/Mazatlan,Ruminations on the existence of radio
499,2022-4-22 15:30,30 min,America/St_Johns,Important topic: billiards
500,2022-3-17 17:15,1 hour,America/Chicago,I love justice and you should too!
